login_id,user_id,timestamp,login_hour,is_new_device,device,device_type,browser,country,is_new_country,location_change,ip_risk_score,failed_login_attempts,time_since_last_login_hrs,login_frequency_per_day,historical_behavior_score,risk_score,risk_level,required_action,is_first_login
L013600,U00677,2026-01-23 00:21:17,11,0,iPad,iOS,Chrome,CA,0,1,0.128,2,21.55,2.79,0.9,0.1745,Low,Allow,0
L013601,U00084,2026-01-23 00:27:38,12,1,Windows-Laptop,Windows,Firefox,IN,0,0,0.192,3,11.53,1.81,0.922,0.263,Medium,OTP,0
L013602,U00475,2026-01-23 00:31:56,19,1,iPad,iOS,Safari,BR,1,1,0.208,0,67.16,4.03,0.869,0.4996,High,MFA,0
L013603,U00104,2026-01-23 00:32:18,8,0,MacBook,MacOS,Safari,IN,0,1,0.325,1,4.51,2.62,0.887,0.1638,Low,Allow,0
L013604,U00185,2026-01-23 00:34:11,17,0,Linux-Laptop,Linux,Firefox,IN,0,0,0.028,0,17.4,0.87,0.889,0.0474,Low,Allow,0
L013605,U00212,2026-01-23 00:35:08,17,0,Android-Phone,Android,Chrome,IN,0,0,0.127,0,184.18,2.37,0.874,0.127,Low,Allow,0
L013606,U00756,2026-01-23 00:35:51,8,0,Android-Phone,Android,Firefox,AU,0,0,0.274,1,22.12,2.5,0.857,0.1363,Low,Allow,0
L013607,U00320,2026-01-23 00:36:40,17,0,Linux-Laptop,Linux,Chrome,GB,0,0,0.104,0,70.12,1.28,0.897,0.0922,Low,Allow,0
L013608,U00096,2026-01-23 00:39:18,9,0,Windows-Laptop,Windows,Firefox,IN,0,0,0.292,0,8.59,5.82,0.879,0.0614,Low,Allow,0
L013609,U00630,2026-01-23 00:44:14,14,0,Linux-Laptop,Linux,Firefox,SG,0,0,0.275,1,204.73,1.16,0.877,0.1613,Low,Allow,0
L013610,U00257,2026-01-23 00:44:30,9,1,MacBook,MacOS,Firefox,IN,0,0,0.096,0,13.24,3.41,0.86,0.2284,Low,Allow,0
L013611,U00733,2026-01-23 00:48:24,9,0,Android-Phone,Android,Firefox,IN,0,0,0.142,0,7.75,1.69,0.86,0.0755,Low,Allow,0
L013612,U00491,2026-01-23 00:52:15,21,0,iPhone,iOS,Safari,AU,0,0,0.09,2,6.18,2.47,0.876,0.1013,Low,Allow,0
L013613,U00033,2026-01-23 00:54:33,17,0,Linux-Laptop,Linux,Chrome,ZA,1,1,0.014,0,110.3,3.97,0.914,0.2307,Low,Allow,0
L013614,U00679,2026-01-23 00:59:56,17,0,Android-Tablet,Android,Firefox,GB,0,0,0.117,0,19.8,1.32,0.919,0.0262,Low,Allow,0
L013615,U00013,2026-01-23 01:00:33,8,0,Linux-Laptop,Linux,Firefox,CA,0,0,0.068,0,98.43,1.33,0.922,0.0801,Low,Allow,0
L013616,U00116,2026-01-23 01:00:40,3,0,Linux-Laptop,Linux,Firefox,IN,0,1,0.105,1,29.19,5.82,0.857,0.1582,Low,Allow,0
L013617,U00699,2026-01-23 01:02:27,10,0,MacBook,MacOS,Chrome,IN,0,0,0.141,0,14.1,1.93,0.908,0.0321,Low,Allow,0
L013618,U00232,2026-01-23 01:03:44,11,0,iPad,iOS,Chrome,IN,0,0,0.085,0,17.77,2.73,0.887,0.055,Low,Allow,0
L013619,U00135,2026-01-23 01:05:10,15,0,Android-Tablet,Android,Firefox,CA,0,0,0.096,2,31.31,1.78,0.879,0.0965,Low,Allow,0
L013620,U00120,2026-01-23 01:11:15,22,0,MacBook,MacOS,Chrome,IN,0,0,0.11,0,9.07,0.71,0.891,0.0586,Low,Allow,0
L013621,U00535,2026-01-23 01:13:33,14,0,Linux-Laptop,Linux,Chrome,US,0,0,0.21,0,55.77,3.15,0.87,0.0816,Low,Allow,0
L013622,U00407,2026-01-23 01:16:39,9,0,Android-Phone,Android,Firefox,IN,0,0,0.051,1,17.12,1.39,0.917,0.0659,Low,Allow,0
L013623,U00049,2026-01-23 01:19:09,13,0,Windows-Laptop,Windows,Firefox,IN,0,0,0.146,0,16.01,1.85,0.901,0.0343,Low,Allow,0
L013624,U00127,2026-01-23 01:21:52,9,0,Android-Tablet,Android,Chrome,IN,0,0,0.016,3,23.3,3.51,0.904,0.1215,Low,Allow,0
L013625,U00799,2026-01-23 01:25:15,15,0,iPhone,iOS,Chrome,DE,0,0,0.1,2,26.09,2.22,0.925,0.1167,Low,Allow,0
L013626,U00753,2026-01-23 01:26:16,13,0,iPhone,iOS,Chrome,IN,0,1,0.096,2,110.27,3.1,0.858,0.2326,Low,Allow,0
L013627,U00177,2026-01-23 01:27:17,18,0,Linux-Laptop,Linux,Firefox,IN,0,0,0.046,0,29.48,2.25,0.859,0.0664,Low,Allow,0
L013628,U00728,2026-01-23 01:29:16,7,0,iPhone,iOS,Chrome,GB,0,0,0.083,1,29.79,2.9,0.876,0.0573,Low,Allow,0
L013629,U00516,2026-01-23 01:29:32,23,0,Android-Phone,Android,Chrome,IN,0,0,0.123,0,14.23,7.38,0.917,0.0716,Low,Allow,0
L013630,U00564,2026-01-23 01:30:23,14,0,iPad,iOS,Safari,IN,0,0,0.106,1,13.87,4.1,0.87,0.0804,Low,Allow,0
L013631,U00341,2026-01-23 01:31:46,5,0,Windows-Laptop,Windows,Firefox,IN,0,0,0.157,2,17.4,7.09,0.924,0.1291,Low,Allow,0
L013632,U00289,2026-01-23 01:32:12,16,0,Windows-Laptop,Windows,Edge,AE,0,0,0.173,0,24.86,6.93,0.885,0.1355,Low,Allow,0
L013633,U00517,2026-01-23 01:33:16,9,0,Windows-Laptop,Windows,Firefox,IN,0,0,0.189,1,28.19,4.05,0.922,0.0607,Low,Allow,0
L013634,U00670,2026-01-23 01:36:30,21,0,Android-Tablet,Android,Firefox,IN,0,0,0.128,0,12.35,3.62,0.901,0.0448,Low,Allow,0
L013635,U00643,2026-01-23 01:38:23,8,0,iPhone,iOS,Safari,GB,0,0,0.065,1,197.64,2.82,0.764,0.0818,Low,Allow,0
L013636,U00681,2026-01-23 01:43:18,9,0,iPad,iOS,Chrome,IN,0,0,0.244,0,11.94,1.88,0.808,0.0724,Low,Allow,0
L013637,U00128,2026-01-23 01:46:39,8,0,Linux-Laptop,Linux,Firefox,IN,0,0,0.111,2,13.22,4.08,0.868,0.1053,Low,Allow,0
L013638,U00031,2026-01-23 01:48:41,11,0,iPhone,iOS,Chrome,GB,1,1,0.281,0,15.19,5.7,0.866,0.3019,Medium,OTP,0
L013639,U00131,2026-01-23 01:52:02,17,0,Android-Phone,Android,Chrome,US,0,0,0.05,0,51.85,9.22,0.931,0.0662,Low,Allow,0
L013640,U00750,2026-01-23 01:55:04,13,0,Windows-Laptop,Windows,Edge,IN,0,0,0.219,0,87.36,3.21,0.93,0.0961,Low,Allow,0
L013641,U00604,2026-01-23 01:55:41,9,0,MacBook,MacOS,Firefox,US,0,0,0.082,0,31.41,1.63,0.876,0.0264,Low,Allow,0
L013642,U00310,2026-01-23 01:59:18,17,0,iPad,iOS,Safari,IN,0,0,0.176,2,27.36,3.3,0.855,0.1095,Low,Allow,0
L013643,U00153,2026-01-23 02:01:44,16,0,iPad,iOS,Safari,US,1,1,0.483,3,4.5,2.02,0.947,0.5067,High,MFA,0
L013644,U00074,2026-01-23 02:02:53,15,0,MacBook,MacOS,Chrome,IN,0,0,0.128,0,24.61,1.39,0.853,0.0687,Low,Allow,0
L013645,U00406,2026-01-23 02:02:54,9,0,Windows-Laptop,Windows,Firefox,IN,0,0,0.06,0,15.15,3.77,0.817,0.0698,Low,Allow,0
L013646,U00213,2026-01-23 02:03:13,19,0,Android-Phone,Android,Firefox,IN,0,0,0.011,1,10.37,6.37,0.841,0.0525,Low,Allow,0
L013647,U00444,2026-01-23 02:03:33,19,0,Windows-Laptop,Windows,Firefox,SG,0,1,0.077,1,10.57,6.13,0.862,0.1319,Low,Allow,0
L013648,U00448,2026-01-23 02:06:04,10,1,MacBook,MacOS,Chrome,DE,0,0,0.388,9,14.36,3.62,0.879,0.3992,Medium,OTP,0
L013649,U00483,2026-01-23 02:14:12,3,0,Android-Tablet,Android,Chrome,IN,0,0,0.284,0,22.47,1.01,0.888,0.1442,Low,Allow,0
L013650,U00058,2026-01-23 02:15:02,19,0,Windows-Laptop,Windows,Edge,IN,0,0,0.043,2,11.71,1.45,0.906,0.0657,Low,Allow,0
L013651,U00575,2026-01-23 02:16:41,15,0,Linux-Laptop,Linux,Firefox,IN,0,0,0.03,0,36.07,2.87,0.939,0.0102,Low,Allow,0
L013652,U00661,2026-01-23 02:16:53,19,0,Android-Phone,Android,Firefox,IN,0,0,0.037,0,14.99,2.64,0.936,0.0217,Low,Allow,0
L013653,U00318,2026-01-23 02:17:41,18,0,Windows-Laptop,Windows,Firefox,AE,0,0,0.396,0,58.14,5.79,0.863,0.0974,Low,Allow,0
L013654,U00413,2026-01-23 02:17:58,10,0,Android-Tablet,Android,Chrome,DE,0,0,0.084,0,6.48,0.71,0.837,0.0676,Low,Allow,0
L013655,U00357,2026-01-23 02:19:52,9,0,MacBook,MacOS,Chrome,IN,0,0,0.025,0,126.12,2.23,0.773,0.0472,Low,Allow,0
L013656,U00752,2026-01-23 02:26:37,9,0,iPhone,iOS,Chrome,NL,1,1,0.035,0,9.77,1.25,0.903,0.2023,Low,Allow,0
L013657,U00570,2026-01-23 02:29:52,12,0,Android-Tablet,Android,Chrome,IN,0,0,0.148,0,48.65,9.54,0.93,0.0695,Low,Allow,0
L013658,U00712,2026-01-23 02:30:38,20,0,MacBook,MacOS,Chrome,IN,0,0,0.189,0,40.22,3.79,0.891,0.07,Low,Allow,0
L013659,U00533,2026-01-23 02:31:13,23,0,Windows-Laptop,Windows,Edge,BR,1,1,0.156,1,8.69,2.14,0.881,0.2863,Medium,OTP,0
L013660,U00624,2026-01-23 02:37:33,21,0,Windows-Laptop,Windows,Chrome,IN,0,0,0.17,1,5.81,10.25,0.903,0.0731,Low,Allow,0
L013661,U00467,2026-01-23 02:41:10,23,1,iPad,iOS,Chrome,FR,1,1,0.042,2,5.01,4.19,0.793,0.5646,High,MFA,0
L013662,U00401,2026-01-23 02:42:35,21,0,MacBook,MacOS,Safari,IN,0,0,0.184,0,26.8,2.27,0.892,0.0749,Low,Allow,0
L013663,U00215,2026-01-23 02:46:29,11,0,iPad,iOS,Safari,CA,0,0,0.006,0,194.25,2.14,0.894,0.078,Low,Allow,0
L013664,U00099,2026-01-23 02:48:18,17,0,Windows-Laptop,Windows,Chrome,IN,0,0,0.045,1,21.62,2.6,0.888,0.0495,Low,Allow,0
L013665,U00626,2026-01-23 02:49:46,12,0,Android-Phone,Android,Chrome,SG,0,0,0.036,1,15.89,2.1,0.914,0.0438,Low,Allow,0
L013666,U00688,2026-01-23 02:54:59,14,0,Android-Phone,Android,Firefox,DE,0,0,0.103,1,42.2,7.58,0.924,0.105,Low,Allow,0
L013667,U00071,2026-01-23 03:00:08,19,0,Android-Tablet,Android,Firefox,IN,0,1,0.102,0,45.52,3.05,0.792,0.1412,Low,Allow,0
L013668,U00675,2026-01-23 03:06:30,9,0,Linux-Laptop,Linux,Chrome,IN,0,0,0.158,0,38.3,1.57,0.87,0.0751,Low,Allow,0
L013669,U00217,2026-01-23 03:10:12,5,0,Android-Tablet,Android,Firefox,IN,1,1,0.051,4,8.07,2.83,0.857,0.488,High,MFA,0
L013670,U00204,2026-01-23 03:11:15,16,0,Linux-Laptop,Linux,Firefox,US,0,0,0.092,2,20.45,8.86,0.831,0.1024,Low,Allow,0
L013671,U00485,2026-01-23 03:12:34,8,0,iPhone,iOS,Safari,IN,0,0,0.008,1,17.66,5.02,0.887,0.0707,Low,Allow,0
L013672,U00273,2026-01-23 03:14:06,15,0,Linux-Laptop,Linux,Chrome,IN,0,0,0.017,0,28.63,1.23,0.75,0.0292,Low,Allow,0
L013673,U00081,2026-01-23 03:18:13,13,0,iPad,iOS,Chrome,IN,0,0,0.125,0,29.47,1.21,0.918,0.0382,Low,Allow,0
L013674,U00119,2026-01-23 03:19:05,9,0,iPad,iOS,Chrome,IN,0,0,0.01,1,28.9,0.62,0.844,0.0816,Low,Allow,0
L013675,U00210,2026-01-23 03:28:52,15,0,Android-Tablet,Android,Firefox,IN,0,0,0.039,0,8.37,3.45,0.907,0.0589,Low,Allow,0
L013676,U00001,2026-01-23 03:31:37,18,0,Android-Tablet,Android,Firefox,CA,0,0,0.36,1,51.05,5.42,0.88,0.1693,Low,Allow,0
L013677,U00147,2026-01-23 03:35:01,12,0,Linux-Laptop,Linux,Chrome,GB,0,0,0.117,0,165.81,0.97,0.856,0.1165,Low,Allow,0
L013678,U00286,2026-01-23 03:36:50,18,0,Android-Phone,Android,Firefox,US,0,0,0.232,1,28.66,2.01,0.859,0.1295,Low,Allow,0
L013679,U00267,2026-01-23 03:37:29,23,1,Android-Tablet,Android,Chrome,IN,0,0,0.281,0,127.34,4.62,0.858,0.3005,Medium,OTP,0
L013680,U00489,2026-01-23 03:37:30,19,0,Android-Tablet,Android,Chrome,AE,0,0,0.134,1,11.68,10.92,0.896,0.0678,Low,Allow,0
L013681,U00313,2026-01-23 03:37:41,15,0,Android-Phone,Android,Chrome,IN,0,0,0.239,0,30.59,3.6,0.915,0.103,Low,Allow,0
L013682,U00727,2026-01-23 03:42:02,20,0,Linux-Laptop,Linux,Firefox,AE,0,0,0.197,0,17.25,8.0,0.857,0.0733,Low,Allow,0
L013683,U00114,2026-01-23 03:42:04,5,0,Linux-Laptop,Linux,Chrome,NG,0,1,0.031,1,7.37,3.53,0.824,0.1187,Low,Allow,0
L013684,U00796,2026-01-23 03:48:41,13,0,Linux-Laptop,Linux,Chrome,IN,0,1,0.195,1,8.47,3.5,0.804,0.1465,Low,Allow,0
L013685,U00388,2026-01-23 03:48:46,17,0,iPad,iOS,Chrome,DE,0,0,0.123,0,16.43,2.65,0.872,0.0324,Low,Allow,0
L013686,U00174,2026-01-23 03:48:52,11,0,MacBook,MacOS,Chrome,IN,0,0,0.303,1,5.12,4.16,0.872,0.1202,Low,Allow,0
L013687,U00700,2026-01-23 03:56:03,9,0,iPad,iOS,Chrome,US,0,0,0.246,1,26.29,4.14,0.889,0.1077,Low,Allow,0
L013688,U00180,2026-01-23 03:56:09,5,0,Linux-Laptop,Linux,Chrome,IN,0,0,0.088,3,6.18,5.18,0.845,0.2121,Low,Allow,0
L013689,U00121,2026-01-23 03:56:38,21,0,Android-Phone,Android,Firefox,CA,0,0,0.096,1,76.16,4.2,0.898,0.111,Low,Allow,0
L013690,U00619,2026-01-23 03:58:12,6,0,Android-Tablet,Android,Firefox,IN,0,0,0.179,1,47.96,5.01,0.875,0.0922,Low,Allow,0
L013691,U00383,2026-01-23 03:59:50,13,0,Android-Phone,Android,Chrome,IN,0,1,0.09,0,47.15,2.34,0.832,0.1459,Low,Allow,0
L013692,U00103,2026-01-23 03:59:56,10,0,iPhone,iOS,Safari,IN,0,0,0.032,1,43.08,2.42,0.892,0.0481,Low,Allow,0
L013693,U00553,2026-01-23 04:01:50,12,0,iPhone,iOS,Chrome,IN,0,1,0.098,0,55.95,9.82,0.871,0.1202,Low,Allow,0
L013694,U00799,2026-01-23 04:05:16,15,0,iPhone,iOS,Chrome,DE,0,0,0.023,2,2.67,0.72,0.919,0.039,Low,Allow,0
L013695,U00505,2026-01-23 04:05:55,10,0,MacBook,MacOS,Chrome,DE,0,0,0.245,0,51.19,2.8,0.765,0.086,Low,Allow,0
L013696,U00749,2026-01-23 04:06:32,11,0,Windows-Laptop,Windows,Chrome,IN,0,0,0.251,0,6.39,2.05,0.778,0.1002,Low,Allow,0
L013697,U00422,2026-01-23 04:07:05,22,0,iPhone,iOS,Safari,AE,0,0,0.062,0,15.81,0.4,0.894,0.0194,Low,Allow,0
L013698,U00447,2026-01-23 04:08:10,10,0,iPad,iOS,Safari,AE,0,0,0.179,1,18.6,7.43,0.91,0.0696,Low,Allow,0
L013699,U00032,2026-01-23 04:09:09,17,0,iPad,iOS,Chrome,IN,0,0,0.012,0,10.83,2.74,0.869,0.0512,Low,Allow,0
L013700,U00318,2026-01-23 04:15:30,18,0,Android-Phone,Android,Chrome,AE,0,0,0.053,5,1.96,5.02,0.879,0.1413,Low,Allow,0
L013701,U00407,2026-01-23 04:16:58,9,0,Android-Phone,Android,Firefox,IN,0,0,0.233,0,3.01,0.93,0.925,0.0423,Low,Allow,0
L013702,U00563,2026-01-23 04:18:15,15,0,iPhone,iOS,Chrome,IN,0,0,0.101,1,29.51,2.42,0.939,0.09,Low,Allow,0
L013703,U00148,2026-01-23 04:19:15,7,0,Linux-Laptop,Linux,Chrome,AU,0,1,0.013,0,6.7,1.36,0.854,0.1244,Low,Allow,0
L013704,U00550,2026-01-23 04:19:47,23,1,iPhone,iOS,Chrome,DE,0,0,0.259,1,5.57,3.65,0.803,0.288,Medium,OTP,0
L013705,U00750,2026-01-23 04:22:40,13,0,MacBook,MacOS,Chrome,IN,0,0,0.059,0,2.46,1.81,0.934,0.0233,Low,Allow,0
L013706,U00448,2026-01-23 04:24:03,13,0,Windows-Laptop,Windows,Edge,DE,0,0,0.088,0,2.3,1.03,0.847,0.0504,Low,Allow,0
L013707,U00402,2026-01-23 04:25:11,14,0,iPad,iOS,Chrome,GB,0,0,0.522,1,9.86,1.62,0.839,0.1521,Low,Allow,0
L013708,U00013,2026-01-23 04:27:28,8,0,Linux-Laptop,Linux,Firefox,CA,0,0,0.095,1,3.45,0.6,0.928,0.05,Low,Allow,0
L013709,U00436,2026-01-23 04:28:23,23,0,MacBook,MacOS,Chrome,JP,0,0,0.031,0,20.68,2.49,0.792,0.0406,Low,Allow,0
L013710,U00133,2026-01-23 04:31:33,8,0,Windows-Laptop,Windows,Edge,IN,0,0,0.112,0,4.71,4.04,0.761,0.0565,Low,Allow,0
L013711,U00786,2026-01-23 04:33:02,15,0,iPad,iOS,Chrome,GB,0,0,0.136,0,9.9,1.69,0.936,0.0655,Low,Allow,0
L013712,U00752,2026-01-23 04:33:43,10,0,iPhone,iOS,Chrome,IN,0,1,0.133,0,2.12,7.59,0.9,0.1365,Low,Allow,0
L013713,U00500,2026-01-23 04:37:04,6,0,Android-Tablet,Android,Chrome,GB,0,0,0.073,2,27.56,2.26,0.893,0.0631,Low,Allow,0
L013714,U00757,2026-01-23 04:39:41,6,0,Linux-Laptop,Linux,Firefox,US,0,0,0.268,0,23.41,1.08,0.898,0.0792,Low,Allow,0
L013715,U00192,2026-01-23 04:40:46,17,0,Android-Phone,Android,Chrome,IN,0,0,0.036,0,43.09,4.12,0.887,0.0678,Low,Allow,0
L013716,U00386,2026-01-23 04:41:44,22,0,Linux-Laptop,Linux,Firefox,IN,0,0,0.055,0,65.92,0.46,0.881,0.0868,Low,Allow,0
L013717,U00427,2026-01-23 04:41:53,6,0,iPhone,iOS,Chrome,IN,0,0,0.09,1,64.56,3.33,0.925,0.0845,Low,Allow,0
L013718,U00465,2026-01-23 04:43:52,11,0,Android-Tablet,Android,Firefox,IN,0,1,0.038,0,49.27,2.23,0.778,0.1513,Low,Allow,0
L013719,U00616,2026-01-23 04:51:02,23,0,iPad,iOS,Chrome,IN,0,0,0.059,2,47.04,1.56,0.912,0.106,Low,Allow,0
L013720,U00005,2026-01-23 04:52:56,15,0,Android-Tablet,Android,Chrome,SG,0,1,0.047,0,5.19,4.67,0.813,0.1496,Low,Allow,0
L013721,U00254,2026-01-23 04:55:16,16,0,iPhone,iOS,Chrome,US,0,0,0.227,0,19.59,2.26,0.819,0.0902,Low,Allow,0
L013722,U00397,2026-01-23 05:01:41,17,0,Linux-Laptop,Linux,Firefox,GB,0,0,0.16,0,10.31,1.29,0.932,0.089,Low,Allow,0
L013723,U00043,2026-01-23 05:03:54,16,0,Android-Phone,Android,Firefox,DE,0,0,0.148,2,12.3,2.68,0.85,0.1116,Low,Allow,0
L013724,U00344,2026-01-23 05:06:14,18,0,Android-Tablet,Android,Firefox,CA,0,0,0.092,0,5.91,2.44,0.843,0.0739,Low,Allow,0
L013725,U00297,2026-01-23 05:08:36,5,0,iPhone,iOS,Safari,US,0,0,0.313,4,9.24,2.82,0.82,0.2368,Low,Allow,0
L013726,U00569,2026-01-23 05:09:35,11,0,Android-Tablet,Android,Firefox,AU,0,0,0.079,1,47.89,1.02,0.897,0.0957,Low,Allow,0
L013727,U00765,2026-01-23 05:10:14,16,0,Windows-Laptop,Windows,Firefox,BR,0,1,0.05,0,81.15,3.86,0.806,0.1742,Low,Allow,0
L013728,U00680,2026-01-23 05:10:23,15,0,Android-Phone,Android,Firefox,NL,0,1,0.046,0,83.06,2.95,0.806,0.1151,Low,Allow,0
L013729,U00695,2026-01-23 05:10:32,15,0,MacBook,MacOS,Chrome,CA,1,1,0.913,5,4.83,2.76,0.928,0.6676,High,MFA,0
L013730,U00294,2026-01-23 05:12:48,14,0,Android-Phone,Android,Chrome,IN,0,0,0.005,1,43.16,1.64,0.912,0.0662,Low,Allow,0
L013731,U00241,2026-01-23 05:21:20,11,0,MacBook,MacOS,Firefox,IN,0,0,0.214,1,11.29,3.6,0.816,0.102,Low,Allow,0
L013732,U00425,2026-01-23 05:29:11,14,0,Android-Phone,Android,Firefox,IN,0,1,0.217,1,19.91,3.35,0.92,0.1496,Low,Allow,0
L013733,U00585,2026-01-23 05:29:35,12,0,iPhone,iOS,Chrome,IN,0,0,0.829,5,78.38,1.71,0.899,0.3053,Medium,OTP,0
L013734,U00169,2026-01-23 05:31:52,7,0,Android-Tablet,Android,Firefox,IN,0,0,0.136,0,24.26,3.78,0.872,0.1218,Low,Allow,0
L013735,U00700,2026-01-23 05:35:07,11,0,iPad,iOS,Chrome,US,0,0,0.12,0,1.65,2.24,0.9,0.0563,Low,Allow,0
L013736,U00541,2026-01-23 05:38:18,17,0,iPad,iOS,Safari,IN,0,0,0.314,1,20.18,6.22,0.77,0.1647,Low,Allow,0
L013737,U00220,2026-01-23 05:40:15,14,0,iPad,iOS,Chrome,US,0,0,0.217,1,22.34,3.53,0.835,0.0981,Low,Allow,0
L013738,U00726,2026-01-23 05:44:29,9,0,Android-Tablet,Android,Chrome,IN,0,0,0.285,0,25.16,2.19,0.904,0.1137,Low,Allow,0
L013739,U00725,2026-01-23 05:47:34,18,0,Android-Tablet,Android,Chrome,SG,0,0,0.052,1,35.55,3.57,0.872,0.0779,Low,Allow,0
L013740,U00412,2026-01-23 05:47:50,20,1,Linux-Laptop,Linux,Chrome,US,0,0,0.344,5,10.99,5.42,0.922,0.3318,Medium,OTP,0
L013741,U00053,2026-01-23 05:57:19,13,0,iPad,iOS,Safari,IN,0,0,0.316,1,12.28,4.77,0.887,0.1033,Low,Allow,0
L013742,U00120,2026-01-23 06:00:38,20,0,MacBook,MacOS,Chrome,IN,0,0,0.967,0,4.82,18.83,0.897,0.2938,Medium,OTP,0
L013743,U00401,2026-01-23 06:13:12,17,0,MacBook,MacOS,Safari,IN,0,0,0.138,2,3.51,2.43,0.897,0.0832,Low,Allow,0
L013744,U00007,2026-01-23 06:14:45,18,0,MacBook,MacOS,Chrome,GB,0,0,0.193,0,9.89,1.77,0.866,0.0695,Low,Allow,0
L013745,U00414,2026-01-23 06:19:59,12,0,Linux-Laptop,Linux,Chrome,IN,0,0,0.01,0,53.89,3.33,0.852,0.0007,Low,Allow,0
L013746,U00279,2026-01-23 06:22:17,11,0,MacBook,MacOS,Safari,DE,0,1,0.149,1,11.44,4.5,0.847,0.1399,Low,Allow,0
L013747,U00443,2026-01-23 06:23:55,11,0,Android-Phone,Android,Chrome,IN,0,0,0.329,0,114.53,4.84,0.856,0.1518,Low,Allow,0
L013748,U00468,2026-01-23 06:27:23,9,0,Android-Tablet,Android,Chrome,IN,0,0,0.119,2,73.0,2.35,0.926,0.0963,Low,Allow,0
L013749,U00151,2026-01-23 06:28:29,23,0,iPad,iOS,Safari,DE,0,1,0.095,0,8.56,3.12,0.906,0.1519,Low,Allow,0
L013750,U00182,2026-01-23 06:29:51,13,0,iPhone,iOS,Safari,IN,0,0,0.02,1,21.58,1.59,0.896,0.0733,Low,Allow,0
L013751,U00195,2026-01-23 06:31:48,19,0,Android-Tablet,Android,Firefox,AE,0,0,0.036,0,40.71,1.06,0.915,0.0537,Low,Allow,0
L013752,U00185,2026-01-23 06:34:57,14,0,Linux-Laptop,Linux,Firefox,IN,0,0,0.31,2,6.01,2.44,0.911,0.1589,Low,Allow,0
L013753,U00311,2026-01-23 06:38:22,15,0,Windows-Laptop,Windows,Edge,IN,0,0,0.076,0,19.45,1.5,0.944,0.0691,Low,Allow,0
L013754,U00229,2026-01-23 06:44:33,16,0,iPhone,iOS,Safari,IN,0,0,0.069,1,120.61,2.44,0.837,0.1098,Low,Allow,0
L013755,U00262,2026-01-23 06:46:56,19,0,Android-Tablet,Android,Chrome,CA,1,1,0.806,0,11.52,2.93,0.901,0.496,High,MFA,0
L013756,U00219,2026-01-23 07:06:54,9,0,Linux-Laptop,Linux,Chrome,IN,0,0,0.279,0,85.66,3.37,0.869,0.0952,Low,Allow,0
L013757,U00366,2026-01-23 07:06:55,18,0,Android-Tablet,Android,Firefox,IN,0,1,0.168,4,48.23,1.11,0.812,0.2255,Low,Allow,0
L013758,U00320,2026-01-23 07:10:24,19,0,iPhone,iOS,Chrome,GB,0,0,0.356,0,6.56,1.01,0.913,0.1101,Low,Allow,0
L013759,U00598,2026-01-23 07:14:51,16,0,MacBook,MacOS,Chrome,IN,0,0,0.394,0,7.66,3.09,0.811,0.1192,Low,Allow,0
L013760,U00080,2026-01-23 07:16:34,17,0,Android-Phone,Android,Firefox,IN,0,0,0.034,2,23.29,10.47,0.905,0.1487,Low,Allow,0
L013761,U00116,2026-01-23 07:17:24,6,0,Windows-Laptop,Windows,Chrome,IN,0,0,0.274,1,6.28,7.88,0.88,0.094,Low,Allow,0
L013762,U00455,2026-01-23 07:18:46,14,1,Linux-Laptop,Linux,Chrome,AE,0,0,0.74,1,13.3,2.52,0.894,0.3029,Medium,OTP,0
L013763,U00729,2026-01-23 07:20:45,14,0,iPad,iOS,Safari,IN,0,0,0.082,0,22.7,2.07,0.921,0.0253,Low,Allow,0
L013764,U00653,2026-01-23 07:23:39,18,0,iPad,iOS,Safari,US,0,0,0.112,0,118.1,0.92,0.927,0.0866,Low,Allow,0
L013765,U00778,2026-01-23 07:27:02,16,0,Android-Tablet,Android,Chrome,GB,0,0,0.117,0,16.72,2.01,0.851,0.0966,Low,Allow,0
L013766,U00770,2026-01-23 07:30:58,15,0,iPad,iOS,Chrome,IN,0,0,0.059,0,52.06,3.05,0.925,0.0178,Low,Allow,0
L013767,U00427,2026-01-23 07:38:46,11,0,Windows-Laptop,Windows,Chrome,IN,0,0,0.006,0,2.95,1.94,0.921,0.071,Low,Allow,0
L013768,U00175,2026-01-23 07:40:09,3,0,Android-Phone,Android,Chrome,IN,0,0,0.182,0,31.18,2.24,0.916,0.0873,Low,Allow,0
L013769,U00477,2026-01-23 07:42:28,19,0,MacBook,MacOS,Firefox,AE,0,0,0.194,0,19.84,2.83,0.838,0.0607,Low,Allow,0
L013770,U00630,2026-01-23 07:43:23,17,0,Linux-Laptop,Linux,Firefox,SG,0,0,0.089,1,6.99,2.34,0.861,0.0947,Low,Allow,0
L013771,U00409,2026-01-23 07:48:31,20,0,Android-Phone,Android,Chrome,US,0,0,0.104,0,49.84,5.0,0.865,0.0883,Low,Allow,0
L013772,U00678,2026-01-23 07:53:57,8,0,Android-Tablet,Android,Chrome,FR,0,1,0.089,0,34.13,1.95,0.827,0.1426,Low,Allow,0
L013773,U00411,2026-01-23 07:54:50,18,0,Linux-Laptop,Linux,Chrome,AE,0,1,0.468,1,35.38,5.58,0.891,0.2264,Low,Allow,0
L013774,U00198,2026-01-23 07:56:00,12,0,iPad,iOS,Chrome,IN,0,0,0.253,0,17.11,4.46,0.867,0.1094,Low,Allow,0
